session_sk,session_start,session_end,n_events,duration_s
116f7f6b-1c2b-4c38-bac7-e6088735d689,2019-11-01 03:48:25+00:00,2019-11-01 03:48:34+00:00,2,9.0
11723d7b-efeb-4939-ab52-41d234102a3c,2019-11-01 05:41:27+00:00,2019-11-01 05:41:27+00:00,1,0.0
1172e4fc-16b7-411b-8407-e7bbe92e4d2e,2019-11-01 03:47:29+00:00,2019-11-01 03:47:29+00:00,1,0.0
1178874d-3b84-4396-a400-bb5e429f15da,2019-11-01 03:18:45+00:00,2019-11-01 03:18:45+00:00,1,0.0
1179ae60-54e5-41a9-b47a-e4c8e0474da5,2019-11-01 03:33:02+00:00,2019-11-01 03:37:59+00:00,2,297.0
117b9f9f-bff0-45d3-9578-309e786165c8,2019-11-01 03:36:55+00:00,2019-11-01 03:37:46+00:00,2,51.0
117c815e-f247-4052-bdf2-ff5f9ca7a205,2019-11-01 02:09:00+00:00,2019-11-01 02:11:50+00:00,4,170.0
117ce00f-0c99-46d4-9034-5d32e793f9e9,2019-11-01 03:16:03+00:00,2019-11-01 03:16:09+00:00,2,6.0
1180764c-3ad1-4c1a-858f-4b57e2317109,2019-11-01 02:08:30+00:00,2019-11-01 02:43:07+00:00,13,2077.0
1182c40c-3e6a-4605-ae7a-97d8b4c1966d,2019-11-01 01:31:40+00:00,2019-11-01 01:32:13+00:00,2,33.0
118659dc-f4c2-4c59-8940-1e6da063f40f,2019-11-01 07:57:04+00:00,2019-11-01 07:57:04+00:00,1,0.0
11897463-0ded-4b94-8e2f-2d6e8c3a188c,2019-11-01 00:53:36+00:00,2019-11-01 00:53:36+00:00,1,0.0
11897c4c-d41a-4c34-ac55-aa1e1f2c9a75,2019-11-01 02:54:36+00:00,2019-11-01 02:56:26+00:00,4,110.0
118a6515-86ae-4fac-8610-ec3809dddded,2019-11-01 03:46:07+00:00,2019-11-01 03:48:43+00:00,6,156.0
118b7ce0-2b07-4f00-a020-e9a64669dadf,2019-11-01 03:45:38+00:00,2019-11-01 03:45:38+00:00,1,0.0
118d1f94-7e8b-4ab6-8f43-fa63887f7c4e,2019-11-01 06:43:04+00:00,2019-11-01 06:43:39+00:00,2,35.0
118dd1f9-0a76-4dbb-9b31-2a8b44733712,2019-11-01 03:20:09+00:00,2019-11-01 03:20:09+00:00,1,0.0
11911ce8-e1c0-4ddc-988a-dd1157073058,2019-11-01 00:49:37+00:00,2019-11-01 00:50:22+00:00,2,45.0
1192c5ca-b8a2-4193-9b25-a13944bd0a25,2019-11-01 03:46:29+00:00,2019-11-01 03:46:29+00:00,1,0.0
11967b9d-a991-4bdf-9fc8-54131a9120d9,2019-11-01 02:15:58+00:00,2019-11-01 02:58:14+00:00,22,2536.0
1197101e-1044-4c90-b589-af6b02434841,2019-11-01 03:27:36+00:00,2019-11-01 03:28:54+00:00,2,78.0
1197f99a-ad1b-4a52-8e9a-c0f61651ae46,2019-11-01 02:33:14+00:00,2019-11-01 02:33:14+00:00,1,0.0
119af633-7425-4912-825f-421d5512b523,2019-11-01 02:17:20+00:00,2019-11-01 02:19:18+00:00,4,118.0
119c4a80-7774-47a5-9a8b-1db670459f19,2019-11-01 03:05:38+00:00,2019-11-01 03:14:32+00:00,8,534.0
119d03a3-0747-40bc-b8a5-79e0c5e3e68c,2019-11-01 01:04:04+00:00,2019-11-01 01:04:04+00:00,1,0.0
119e0d77-97bf-446d-ac9c-985e6269db3c,2019-11-01 02:30:19+00:00,2019-11-01 02:30:19+00:00,1,0.0
119ffeeb-f26d-4033-9b5c-a0eee2ab002f,2019-11-01 03:23:55+00:00,2019-11-01 03:24:24+00:00,2,29.0
11a378a3-0996-4a05-ae2e-4d1d58787a07,2019-11-01 03:48:43+00:00,2019-11-01 03:48:43+00:00,1,0.0
11ab80a0-2dfb-4c55-831d-cbf21e4d89ed,2019-11-01 01:40:16+00:00,2019-11-01 01:42:11+00:00,3,115.0
11abc409-2b7f-4216-b4ca-a4d930b36258,2019-11-01 02:47:02+00:00,2019-11-01 02:47:02+00:00,1,0.0
11ae82b2-0819-4fab-a31a-299014f79cf0,2019-11-01 01:47:23+00:00,2019-11-01 01:47:46+00:00,2,23.0
11b11403-f1bd-4959-998d-c665cb806ca1,2019-11-01 00:53:39+00:00,2019-11-01 00:55:56+00:00,3,137.0
11b17228-4d30-4e26-b80f-f208ab19933d,2019-11-01 03:23:59+00:00,2019-11-01 03:23:59+00:00,1,0.0
11b2ffde-70d2-47fa-ac3d-76d35f074a6e,2019-11-01 03:45:41+00:00,2019-11-01 03:45:41+00:00,1,0.0
11b4239c-cb02-4833-a537-ec4057e223c8,2019-11-01 03:14:48+00:00,2019-11-01 03:14:48+00:00,1,0.0
11b54257-3650-477c-aaa2-f8743b99239d,2019-11-01 01:27:34+00:00,2019-11-01 01:32:57+00:00,8,323.0
11bc7c97-29cb-4b5c-871b-595b7e86a451,2019-11-01 03:22:07+00:00,2019-11-01 03:22:07+00:00,1,0.0
11bdbe8a-ecab-41cf-b11b-b5f25befd24c,2019-11-01 01:05:43+00:00,2019-11-01 01:08:44+00:00,3,181.0
11c70012-fefd-4304-82d6-611465d5ae84,2019-11-01 03:08:37+00:00,2019-11-01 03:09:26+00:00,2,49.0
11c7bb9c-6e9e-46cc-be88-3ed9298c6af4,2019-11-01 01:59:49+00:00,2019-11-01 02:01:34+00:00,6,105.0
11cd9702-deee-4f5f-9733-3a9bf4477857,2019-11-01 03:34:16+00:00,2019-11-01 03:38:09+00:00,4,233.0
11d4dec9-fe66-4f4d-9060-e636a9c6363f,2019-11-01 01:28:02+00:00,2019-11-01 01:32:13+00:00,4,251.0
11d6f08a-e0e8-4e53-abc6-a76d5410b55b,2019-11-01 03:46:48+00:00,2019-11-01 03:52:38+00:00,15,350.0
11d98c52-f36b-49ce-999b-e0ef36db4a55,2019-11-01 02:43:27+00:00,2019-11-01 02:43:27+00:00,1,0.0
11d9af5b-c01a-44f7-a298-d8b14b7a1932,2019-11-01 02:54:10+00:00,2019-11-01 02:54:10+00:00,1,0.0
11de88a7-93ad-46dd-9628-aac3322d0e9e,2019-11-01 03:19:32+00:00,2019-11-01 03:40:29+00:00,15,1257.0
11e0238e-8ef7-4d8e-8b59-20a3be8a2d82,2019-11-01 02:15:33+00:00,2019-11-01 02:19:23+00:00,7,230.0
11e56a48-1c82-407a-ba3f-b52c68fb9e0e,2019-11-01 03:36:12+00:00,2019-11-01 03:36:12+00:00,1,0.0
11e60a93-bea0-46cf-bb0e-98227773a6df,2019-11-01 02:52:31+00:00,2019-11-01 02:52:31+00:00,1,0.0
11e651a5-9620-4564-8e97-969c2b1f7f0c,2019-11-01 03:41:56+00:00,2019-11-01 03:46:35+00:00,6,279.0
11e82c95-2767-45d6-a4b7-9af13e37070a,2019-11-01 02:20:03+00:00,2019-11-01 02:20:03+00:00,1,0.0
11ebbd6d-6f45-4f63-8e6a-67cefc6878b9,2019-11-01 02:45:53+00:00,2019-11-01 02:48:50+00:00,2,177.0
11eebe15-ec8e-490d-bfa5-c4b9c2586fee,2019-11-01 03:22:41+00:00,2019-11-01 03:22:41+00:00,1,0.0
11f45ec4-bf68-4f85-bb7a-1166b2d2436d,2019-11-01 02:01:21+00:00,2019-11-01 02:02:07+00:00,2,46.0
11f7a3b2-3096-41eb-8203-eb16171a3ddc,2019-11-01 00:11:22+00:00,2019-11-01 00:13:16+00:00,2,114.0
11f88a8f-adbc-4cec-b1b4-2737c8673906,2019-11-01 00:05:45+00:00,2019-11-01 00:10:43+00:00,4,298.0
12000bff-dfb2-4184-93a9-94f300534e45,2019-11-01 02:15:10+00:00,2019-11-01 02:18:17+00:00,5,187.0
1200b138-f95c-4bfe-b639-44574f9cbc63,2019-11-01 01:37:54+00:00,2019-11-01 01:39:13+00:00,2,79.0
12011db4-f849-466a-8c97-a2f26c8392f1,2019-11-01 03:23:06+00:00,2019-11-01 03:23:06+00:00,1,0.0
12014c3f-7c7d-42d3-aee0-8adb1c287b69,2019-11-01 01:04:53+00:00,2019-11-01 01:04:53+00:00,1,0.0
12078a93-f83d-4831-8741-914d99b7c42b,2019-11-01 02:02:58+00:00,2019-11-01 02:02:58+00:00,1,0.0
12085953-7cc2-405e-8dc9-c2b22be37862,2019-11-01 01:46:41+00:00,2019-11-01 01:51:44+00:00,7,303.0
1208a3aa-d920-4aec-b2e0-1d602dbe7c8c,2019-11-01 03:01:36+00:00,2019-11-01 03:01:36+00:00,1,0.0
120d73fa-c274-459c-9969-d8fcf3b5886f,2019-11-01 01:37:34+00:00,2019-11-01 01:43:47+00:00,9,373.0
120e6cf0-97e6-4c8a-a675-ecbe1bdee917,2019-11-01 01:34:52+00:00,2019-11-01 01:36:14+00:00,3,82.0
121060ad-fd1d-49b7-89bd-6b8e5b956539,2019-11-01 01:51:19+00:00,2019-11-01 01:55:30+00:00,5,251.0
1212de47-110a-433b-b6ad-716a7108312f,2019-11-01 03:34:25+00:00,2019-11-01 03:40:19+00:00,7,354.0
121c7026-8715-4577-b5e0-2d8856cf5a8f,2019-11-01 02:32:39+00:00,2019-11-01 02:32:39+00:00,1,0.0
122b23dd-7669-453e-8472-66a33d331f1a,2019-11-01 03:05:04+00:00,2019-11-01 03:05:04+00:00,1,0.0
12307e39-af9a-4610-ac74-b12bcbcb7ded,2019-11-01 02:22:10+00:00,2019-11-01 02:53:11+00:00,12,1861.0
1236d8e0-a4c3-4c6e-ad6c-4d3a33e53c51,2019-11-01 03:18:37+00:00,2019-11-01 03:19:55+00:00,2,78.0
1236e917-7e7a-44df-a26f-2ba12ccbeb42,2019-11-01 01:32:51+00:00,2019-11-01 01:32:51+00:00,1,0.0
1236eb1c-51bd-4805-ab85-c9bd017a839d,2019-11-01 06:01:41+00:00,2019-11-01 06:01:41+00:00,1,0.0
1236f2c4-2d90-4b9e-ba76-5f84c46aa304,2019-11-01 02:24:53+00:00,2019-11-01 02:28:58+00:00,2,245.0
1238061d-a13e-40fb-ab30-ad85d42c1c44,2019-11-01 03:35:32+00:00,2019-11-01 03:37:19+00:00,5,107.0
123abee2-a7a2-4768-baed-26b826150346,2019-11-01 01:01:52+00:00,2019-11-01 01:01:52+00:00,1,0.0
123b38b9-af57-4c47-b13f-ccf821be1c29,2019-11-01 03:00:24+00:00,2019-11-01 03:00:41+00:00,2,17.0
123b69f9-002a-48d5-b4f4-a8c9096351c0,2019-11-01 05:38:50+00:00,2019-11-01 05:38:50+00:00,1,0.0
123be7fc-b67e-4002-90c2-d98d7bf4e7fa,2019-11-01 02:46:24+00:00,2019-11-01 02:46:24+00:00,1,0.0
123ece55-bbc5-4957-8dba-373e238518ec,2019-11-01 02:22:11+00:00,2019-11-01 02:27:55+00:00,8,344.0
1240a1e0-7b4c-4243-b72f-e18987a19b0b,2019-11-01 02:13:02+00:00,2019-11-01 02:13:12+00:00,2,10.0
12458d1f-f7e6-4fa2-ba15-e75e2835050e,2019-11-01 03:15:08+00:00,2019-11-01 03:18:34+00:00,4,206.0
12458e8d-5cea-4784-9157-8057bbb74e6d,2019-11-01 02:03:47+00:00,2019-11-01 02:04:52+00:00,3,65.0
1245db1d-360f-4960-9c8d-ea874abad15c,2019-11-01 04:33:05+00:00,2019-11-01 04:51:41+00:00,4,1116.0
124ea7dc-83f6-47c1-bb54-037530306ea6,2019-11-01 02:31:27+00:00,2019-11-01 02:31:27+00:00,1,0.0
124ffe2f-8c6d-4408-a31e-fbd4174f8f1f,2019-11-01 02:08:50+00:00,2019-11-01 02:09:48+00:00,4,58.0
1252fa01-dc72-4099-8554-c7dde3716f2a,2019-11-01 03:36:29+00:00,2019-11-01 03:36:29+00:00,1,0.0
125519ac-0cb7-4d6b-8bbb-c42e5a61edf0,2019-11-01 02:53:50+00:00,2019-11-01 02:54:47+00:00,2,57.0
125540bb-7232-45d5-8e32-79e5fc426db2,2019-11-01 03:49:02+00:00,2019-11-01 03:49:37+00:00,2,35.0
1255e9a2-c157-4fa1-92d1-0764ce8f5522,2019-11-01 01:55:13+00:00,2019-11-01 01:57:11+00:00,3,118.0
12565755-a22d-4aab-a9f5-07442705adf6,2019-11-01 03:48:13+00:00,2019-11-01 03:48:38+00:00,2,25.0
1258b97d-c458-4c8f-ba67-81431f943a50,2019-11-01 02:58:04+00:00,2019-11-01 02:58:04+00:00,1,0.0
125971f7-40c5-44ec-9349-bf70ffe38dd3,2019-11-01 03:34:44+00:00,2019-11-01 03:34:44+00:00,1,0.0
125b3128-557a-4efc-abe2-1b1031523d3b,2019-11-01 03:18:29+00:00,2019-11-01 03:18:29+00:00,1,0.0
1260a99f-773d-4291-9c0c-c16b05f6adc0,2019-11-01 02:39:07+00:00,2019-11-01 02:39:07+00:00,1,0.0
1262582a-4328-46f0-b93a-f57210b8aa76,2019-11-01 02:25:44+00:00,2019-11-01 02:25:44+00:00,1,0.0
126361b0-a51b-43e0-a102-20582f59eab0,2019-11-01 06:27:05+00:00,2019-11-01 06:27:05+00:00,1,0.0
126429c9-aad8-4bed-a4e8-4d80102bbd19,2019-11-01 03:29:34+00:00,2019-11-01 03:29:34+00:00,1,0.0
1264b825-e22d-40ea-aff5-e5ba9cc7dcb0,2019-11-01 01:56:51+00:00,2019-11-01 02:01:49+00:00,2,298.0
1266a235-50ee-4b83-8f31-839acb5bf502,2019-11-01 00:37:58+00:00,2019-11-01 00:37:58+00:00,1,0.0
1267d164-d62d-463c-8136-a3dd8070ffd9,2019-11-01 01:26:50+00:00,2019-11-01 01:30:52+00:00,6,242.0
12683950-b851-443b-b7c9-0ae6cdc50d85,2019-11-01 02:55:50+00:00,2019-11-01 02:57:18+00:00,4,88.0
1272df5d-ecb9-4c58-80d2-4e669c487063,2019-11-01 00:33:31+00:00,2019-11-01 00:33:31+00:00,1,0.0
127b8742-6c99-48c0-bda8-6a5b41584e5e,2019-11-01 03:30:35+00:00,2019-11-01 03:31:32+00:00,2,57.0
127f954d-72aa-4722-9e98-201925fbb289,2019-11-01 03:18:51+00:00,2019-11-01 03:18:51+00:00,1,0.0
127fe8ad-d76f-4b9b-90ea-e3f1031e40d7,2019-11-01 06:23:50+00:00,2019-11-01 06:25:55+00:00,2,125.0
1282d771-57c9-4d93-9118-6ee5f8217a6b,2019-11-01 03:40:16+00:00,2019-11-01 03:40:16+00:00,1,0.0
1282ec47-5b90-4b15-99e6-dcf961bf2605,2019-11-01 00:57:18+00:00,2019-11-01 01:01:09+00:00,4,231.0
12866046-7f3b-44bc-b298-068965ec2842,2019-11-01 02:52:21+00:00,2019-11-01 02:56:09+00:00,2,228.0
1288a617-881b-4afd-8677-3040e1fa254c,2019-11-01 03:41:33+00:00,2019-11-01 03:41:33+00:00,1,0.0
1288a939-fe94-4772-90ee-38228c6bd6ab,2019-11-01 03:58:36+00:00,2019-11-01 03:58:36+00:00,1,0.0
128c1f86-4261-45e6-957e-ce249c00510a,2019-11-01 03:26:32+00:00,2019-11-01 03:26:32+00:00,1,0.0
128cecc3-6bb9-49c1-9ab1-970d904bc812,2019-11-01 04:19:28+00:00,2019-11-01 04:19:28+00:00,1,0.0
128eeb75-684d-4372-9167-03d353ff46fd,2019-11-01 02:58:18+00:00,2019-11-01 02:58:51+00:00,3,33.0
1290677f-a39b-4287-b3db-2c5bb34cadb1,2019-11-01 01:55:39+00:00,2019-11-01 01:55:39+00:00,1,0.0
129077a8-376c-41a6-8a1a-60b9d4ee7601,2019-11-01 03:49:32+00:00,2019-11-01 03:51:10+00:00,5,98.0
1290c5f1-5528-4ab4-a9ba-fec911dc0655,2019-11-01 01:23:50+00:00,2019-11-01 01:24:29+00:00,3,39.0
12975237-8981-4f0d-85b5-18b52a749b88,2019-11-01 03:18:17+00:00,2019-11-01 03:18:17+00:00,1,0.0
1297aae8-af57-4601-bf66-514ebc9bb3c7,2019-11-01 02:54:57+00:00,2019-11-01 02:54:57+00:00,1,0.0
129ef55e-5027-474f-99f4-31ef7a3f15e9,2019-11-01 01:50:15+00:00,2019-11-01 01:52:37+00:00,7,142.0
12a0e3b1-0767-4c1e-a503-bfb27a01abc2,2019-11-01 01:36:44+00:00,2019-11-01 01:38:10+00:00,4,86.0
12a0f906-c3db-428f-9f05-69b7c72cda45,2019-11-01 02:33:50+00:00,2019-11-01 02:34:05+00:00,2,15.0
12a19366-9417-4d8f-bbab-84de860c5315,2019-11-01 02:38:21+00:00,2019-11-01 02:44:49+00:00,11,388.0
12ae0b88-d840-404e-b229-9c87122ee6ec,2019-11-01 01:43:47+00:00,2019-11-01 01:45:14+00:00,3,87.0
12af4489-e0fc-4ef3-81b6-02b86b951011,2019-11-01 03:46:13+00:00,2019-11-01 03:47:58+00:00,3,105.0
12b0c398-eb29-4729-a4f5-797bf3dac3ef,2019-11-01 01:45:15+00:00,2019-11-01 01:45:15+00:00,1,0.0
12b1d496-2eab-40fb-93e3-66d6d81216ed,2019-11-01 02:20:37+00:00,2019-11-01 02:24:15+00:00,2,218.0
12b6f7e6-50cb-46e8-b048-7956ba6569e1,2019-11-01 00:18:44+00:00,2019-11-01 00:38:58+00:00,14,1214.0
12b9381f-20ba-498f-8aa7-bbc95d94cd2b,2019-11-01 03:23:22+00:00,2019-11-01 03:23:22+00:00,1,0.0
12bcaee5-7c4e-4afc-b62a-1797de7a83c1,2019-11-01 02:35:31+00:00,2019-11-01 02:35:31+00:00,1,0.0
12bd8a30-4175-4c02-a790-0eaf2f18e757,2019-11-01 05:54:25+00:00,2019-11-01 05:56:38+00:00,3,133.0
12c8be50-2103-4459-ab5e-139f71750612,2019-11-01 02:21:48+00:00,2019-11-01 02:21:48+00:00,1,0.0
12c93412-0555-4cd6-a985-f3be06b53352,2019-11-01 02:57:49+00:00,2019-11-01 03:05:54+00:00,4,485.0
12cbad4c-f5ba-4152-90f2-33e526054d4e,2019-11-01 02:52:56+00:00,2019-11-01 02:56:48+00:00,3,232.0
12cc4929-fb21-43fb-8748-51a93bdcbf2f,2019-11-01 02:21:56+00:00,2019-11-01 02:22:57+00:00,3,61.0
12cc8c09-fcf4-4c64-8754-1a59f5d3a642,2019-11-01 01:24:52+00:00,2019-11-01 01:29:01+00:00,2,249.0
12ccbab7-1423-4180-a175-6dedd8ade6da,2019-11-01 02:49:09+00:00,2019-11-01 02:50:07+00:00,2,58.0
12ccbe33-69ae-4cde-9270-7d3a4f2e5b86,2019-11-01 03:47:14+00:00,2019-11-01 03:47:14+00:00,1,0.0
12d21960-6989-4474-9be7-640ed2b5eab8,2019-11-01 00:49:53+00:00,2019-11-01 00:49:53+00:00,1,0.0
12d73051-4545-4cc1-bea8-fd7386581ca0,2019-11-01 02:11:04+00:00,2019-11-01 02:11:55+00:00,3,51.0
12d8c811-783c-4224-8cef-8d1f5a266d9f,2019-11-01 02:39:08+00:00,2019-11-01 02:59:27+00:00,23,1219.0
12d921a6-5344-4d4a-a2b7-9c909de739b6,2019-11-01 01:44:16+00:00,2019-11-01 01:44:16+00:00,1,0.0
12da26b3-3bb0-4623-946b-345a3489ff5f,2019-11-01 03:43:57+00:00,2019-11-01 03:43:57+00:00,1,0.0
12da3c4f-ec95-4c2b-b5a0-897eb000e244,2019-11-01 03:06:40+00:00,2019-11-01 03:07:19+00:00,2,39.0
12da8dcb-53b8-4473-9855-3e0ab65ef9b5,2019-11-01 01:53:45+00:00,2019-11-01 01:56:45+00:00,5,180.0
12dae4ea-3f4b-461a-994b-74f4e244275f,2019-11-01 03:23:15+00:00,2019-11-01 03:23:15+00:00,1,0.0
12df6c3e-6117-4265-bfca-e60f69aad567,2019-11-01 02:09:09+00:00,2019-11-01 02:10:48+00:00,8,99.0
12dfa7d7-595c-4a89-bef0-9fcf11576dcc,2019-11-01 02:51:19+00:00,2019-11-01 02:52:15+00:00,2,56.0
12e26d31-741d-417c-8c84-05691a459df6,2019-11-01 02:24:36+00:00,2019-11-01 02:24:39+00:00,2,3.0
12e2d4ba-5b61-4fc7-b149-2ec1ab273573,2019-11-01 02:29:33+00:00,2019-11-01 02:29:33+00:00,1,0.0
12e3bc6f-b8bd-4a83-9e40-bf3e8dda7e20,2019-11-01 02:56:05+00:00,2019-11-01 02:57:35+00:00,2,90.0
12e544c0-63d7-4d10-8bd9-6591e96db49e,2019-11-01 06:22:20+00:00,2019-11-01 06:22:20+00:00,1,0.0
12e5fa7d-f9b3-4084-9e77-01759eb0d66d,2019-11-01 03:17:13+00:00,2019-11-01 03:17:13+00:00,1,0.0
12e7993f-5931-4373-91d5-e7dc57576a71,2019-11-01 00:29:50+00:00,2019-11-01 00:33:22+00:00,5,212.0
12f1b491-2a39-47c0-a853-531172d6862a,2019-11-01 03:32:21+00:00,2019-11-01 03:32:21+00:00,1,0.0
12f25781-df37-4a1c-be96-99201f703f2c,2019-11-01 03:01:35+00:00,2019-11-01 03:02:32+00:00,3,57.0
12f34d4d-03a9-49c6-aad3-ccdbff6674bd,2019-11-01 00:46:32+00:00,2019-11-01 00:46:32+00:00,1,0.0
12f40ef3-bece-48cd-b7f3-8b325e51caf9,2019-11-01 02:15:41+00:00,2019-11-01 02:16:25+00:00,3,44.0
12f5ee49-ebe0-409d-b275-5f6c0e9644e5,2019-11-01 02:59:08+00:00,2019-11-01 03:05:11+00:00,15,363.0
12f8936b-e32a-4312-9fd2-546606f940ba,2019-11-01 01:26:57+00:00,2019-11-01 01:27:59+00:00,2,62.0
12fe9472-dd93-416f-bcfa-af3c4575f61b,2019-11-01 02:40:25+00:00,2019-11-01 02:40:37+00:00,2,12.0
130016f2-71e1-49ec-aa64-5b4438135fda,2019-11-01 06:36:17+00:00,2019-11-01 06:36:17+00:00,1,0.0
1303b8c1-a0bc-4e8e-8315-47aa0ad83221,2019-11-01 03:43:26+00:00,2019-11-01 03:52:43+00:00,5,557.0
130439c1-4f83-4625-9e11-104f37c0e21c,2019-11-01 04:28:50+00:00,2019-11-01 04:28:50+00:00,1,0.0
13048055-7d7a-499e-9ca5-5130bc70ad9a,2019-11-01 03:23:30+00:00,2019-11-01 03:27:03+00:00,7,213.0
1305696c-3e94-475e-96a2-97f085eedf2b,2019-11-01 01:52:53+00:00,2019-11-01 01:52:53+00:00,1,0.0
13057082-3053-4287-950e-82bdac3e195d,2019-11-01 03:46:11+00:00,2019-11-01 03:46:11+00:00,1,0.0
1311c456-ed5a-4e2e-8728-db0f53b5d8df,2019-11-01 01:41:44+00:00,2019-11-01 01:41:44+00:00,1,0.0
131364d1-e5a6-42ef-bcda-f9631a51ac1d,2019-11-01 03:32:12+00:00,2019-11-01 03:32:12+00:00,1,0.0
1313f39b-f25d-48f2-96a1-70285cdd6882,2019-11-01 01:55:38+00:00,2019-11-01 01:57:54+00:00,3,136.0
13192287-059d-4fae-ba5b-974ceb02b77e,2019-11-01 01:56:41+00:00,2019-11-01 01:59:07+00:00,3,146.0
131b6d94-7aca-4572-b5fe-927b3fa47205,2019-11-01 03:19:35+00:00,2019-11-01 03:27:39+00:00,6,484.0
131f2602-40d0-4d01-902d-6f32530aeac8,2019-11-01 01:53:39+00:00,2019-11-01 01:57:45+00:00,4,246.0
1324c02b-8d70-408c-a9b9-081a2d52ccf6,2019-11-01 03:45:13+00:00,2019-11-01 03:50:04+00:00,8,291.0
13259147-2605-4fce-99d2-a5f95c96dc74,2019-11-01 00:55:50+00:00,2019-11-01 01:07:03+00:00,11,673.0
1328579a-0a4e-42ed-b6cc-6ccc68f24deb,2019-11-01 02:08:16+00:00,2019-11-01 02:11:49+00:00,5,213.0
13287930-c0f5-4c47-b8df-b6db7a419c52,2019-11-01 03:18:09+00:00,2019-11-01 03:18:09+00:00,1,0.0
1329bb8c-c331-47f3-ab74-30d1f627244f,2019-11-01 03:20:25+00:00,2019-11-01 03:20:25+00:00,1,0.0
1329ef28-4c6d-4b50-92b8-f55da7190d98,2019-11-01 01:56:43+00:00,2019-11-01 01:57:16+00:00,2,33.0
132b1416-7316-4291-b5d2-ad23e61ab7cf,2019-11-01 03:44:21+00:00,2019-11-01 03:44:21+00:00,1,0.0
132b57a1-07ef-4c59-812a-2d3718132a6b,2019-11-01 01:30:18+00:00,2019-11-01 01:30:38+00:00,2,20.0
132ded1a-1447-4e3d-812f-e13fd67cad29,2019-11-01 03:09:45+00:00,2019-11-01 03:09:45+00:00,1,0.0
13309ee3-8838-47ac-99a0-355f5077da29,2019-11-01 03:35:52+00:00,2019-11-01 03:36:33+00:00,3,41.0
1331d128-c12f-4979-85a3-bc148c3f05ab,2019-11-01 01:46:15+00:00,2019-11-01 01:46:15+00:00,1,0.0
1332e0d6-f6af-449e-8749-fb4927bbead1,2019-11-01 02:58:46+00:00,2019-11-01 03:19:05+00:00,18,1219.0
1332ee59-8175-4f12-8bb7-65baa92dc267,2019-11-01 01:29:31+00:00,2019-11-01 01:29:31+00:00,1,0.0
1333aa91-d956-45ce-95ad-1798a6da81cd,2019-11-01 02:04:47+00:00,2019-11-01 02:07:38+00:00,3,171.0
1334a15f-f0a4-45b7-914d-cb1345f34cfa,2019-11-01 03:20:40+00:00,2019-11-01 03:20:49+00:00,2,9.0
13352177-2821-47c5-954a-9ef9aa4333d8,2019-11-01 02:01:26+00:00,2019-11-01 02:01:26+00:00,1,0.0
133521d0-c0b9-4b3c-9cf3-1680d1a24411,2019-11-01 00:27:58+00:00,2019-11-01 00:32:17+00:00,7,259.0
1336e665-4754-4774-8ed6-6f07a76a9d56,2019-11-01 03:15:01+00:00,2019-11-01 03:16:25+00:00,3,84.0
13392e1a-061a-4a25-bff2-d1f0957806b2,2019-11-01 01:31:57+00:00,2019-11-01 01:57:46+00:00,25,1549.0
133c8ec2-c17e-4cf2-bcda-a202ea0ab34f,2019-11-01 02:49:06+00:00,2019-11-01 02:49:30+00:00,2,24.0
133dfe42-464d-4441-8fff-8c72b572e3c6,2019-11-01 02:05:55+00:00,2019-11-01 02:07:35+00:00,4,100.0
133fb0dc-e667-43cc-8d8a-1dc54a8ddae6,2019-11-01 00:59:11+00:00,2019-11-01 00:59:11+00:00,1,0.0
13433cb8-76f3-4221-823f-f6fac65cfdac,2019-11-01 03:50:07+00:00,2019-11-01 03:50:50+00:00,2,43.0
13442026-d90d-4e68-a97d-88ca9f7421c4,2019-11-01 03:32:53+00:00,2019-11-01 03:37:39+00:00,10,286.0
134838b5-8bec-406a-a04d-b7213838582f,2019-11-01 02:11:07+00:00,2019-11-01 02:11:07+00:00,1,0.0
134857fe-45c0-42c9-97de-add9b61ece55,2019-11-01 02:27:54+00:00,2019-11-01 02:27:54+00:00,1,0.0
1355d541-ede3-49e8-85e4-af860c7878e3,2019-11-01 06:27:58+00:00,2019-11-01 06:27:58+00:00,1,0.0
135940cc-7bf1-4d27-82a1-6c4fd9595f28,2019-11-01 00:28:24+00:00,2019-11-01 00:28:24+00:00,1,0.0
135ece3d-e47a-4e2e-b783-5f7d7f99e1f2,2019-11-01 02:12:06+00:00,2019-11-01 02:33:21+00:00,18,1275.0
135f927a-1985-41f2-b7fb-108982e04ddf,2019-11-01 02:19:02+00:00,2019-11-01 02:19:02+00:00,1,0.0
13608b6a-dce3-4b22-99fd-f146376e7321,2019-11-01 05:33:54+00:00,2019-11-01 05:33:54+00:00,1,0.0
1360c72f-8d7b-4aa9-8ee7-091c855b47ec,2019-11-01 01:41:24+00:00,2019-11-01 01:42:25+00:00,2,61.0
1365c84e-93fc-4aa2-ad34-e690c36f2386,2019-11-01 02:47:05+00:00,2019-11-01 02:47:05+00:00,1,0.0
136677dc-3f6b-4e36-95d1-74b4e7b070c3,2019-11-01 03:13:42+00:00,2019-11-01 03:13:42+00:00,1,0.0
1369a85e-4db0-4c60-b8af-2359c34bc977,2019-11-01 02:03:57+00:00,2019-11-01 02:14:58+00:00,10,661.0
13784bef-7ccd-4f9f-85e3-2dc1f5efdf6c,2019-11-01 01:52:01+00:00,2019-11-01 01:52:01+00:00,1,0.0
